Skills,Position
"résolution de problèmes,discrétion,confidentialité,communication interpersonnelle,synthèse,résolution de difficultés,service client,compétences analytiques,français,travail d’équipe,active directory,communication,spring cloud,capacité d’analyse,programming,front-end development,api development,databases,cascading style sheets (css),microservices,hibernate,representational state transfer (rest),object-oriented programming (oop),spring mvc,agile methodologies,git,software development,node.js,postman,processus unifié,django,python (langage de programmation),devops,jenkins,nexus,sonarqube,sonarlint,docker,springboot,angular,maven,services web restful,api rest,bootstrap,mysql,scrum,linux,javascript,oracle database,java,html,.net,c#,sql,github,framework spring,spring boot",Concepteur Dév informatique
"résolution de problèmes,scripting,documentation,office 365,ansible,administration système,linux,administration système linux,déploiement de systèmes,kanban,systèmes de gestion de contenu (cms),wordpress,stratégie marketing,marketing sur les réseaux sociaux,inbound marketing,community management ,wireframing,wireframe ,figma (logiciel),design thinking,product management ,ux design ,système d’information,data mining ,réseaux informatiques,marketing,marketing digital,langage de modélisation unifié (uml),java,c,base de données relationnelle,adobe photoshop,adobe illustrator,html5,feuilles de style en cascade (css),management,marketing des services,pascal,analyse conceptuelle des systèmes d'information ,gestion des points de vente ,allemand,français,anglais,arabe",IT System Engineering
"résolution de problèmes,travail d’équipe,auto-apprentissage,développement pour android,méthodes agiles,scrum,compétences analytiques,angularjs,sql,java,java enterprise edition,ionic framework,twitter bootstrap,uml,ios,c#,ajax,javafx,css3,xamarin,javascript,apache,serveur linux,html,phpmyadmin,php,angular,git,android,linux,cakephp,apache cordova,symfony,logiciel erp,design pattern,soa,java ee",Développeur Full Stack
"retail,telecommunications,social entrepreneurship,project management body of knowledge (pmbok),python ,développement de logiciel,java,javascript,javafx,c++,c#,c ,phpmyadmin",Data Analyst
"retrieval-augmented generation (rag),bases de données vectorielles,llama,llm,fine tuning,lora,quantization,data preparation,mongodb,rest apis,nosql,.net framework,single page applications,php,javascript, springboot,spring security,mysql,problem solving,object-oriented programming (oop),computer science,angular,github,laravel,java,c (langage de programmation),python (langage de programmation),sql,linux,data science,machine learning",HRIS consultant
"revue de code,attribution de tâches,gestion d’équipe,déploiement des solutions,communication orale,travail d’équipe,crm microsoft dynamics,microsoft powerapps,microsoft power platform,microsoft power automate,asp.net,.net framework,microsoft azure,azure active directory,windows powershell,azure devops,devops,yaml,git,pipeline ci/cd,docker,easyrepro,python (langage de programmation),flask,r,framework spring,spring boot,java,api rest,soap,javascript,react.js,angularjs,javaserver faces (jsf),html,feuilles de style en cascade (css),mysql,sqlalchemy,oracle database,langage de modélisation unifié (uml),office 365,visual basic for applications (vba),latex,leadership,communication,ingénierie",Lead Technique MS Dynamics 365 CE
"revue de code,script shell,mqtt,c,java,html,python (langage de programmation),css,raspberry pi,réseau de portes programmables (fpga),stm32,vhdl,uml,sql,javascript,développement web,développement android,linux,microsoft powerpoint,microsoft word,résolution de problèmes,embedded c,iot,jquery,tests logiciels,esp32,arduino,c++,angular,spring boot,phpmyadmin,mysql,développement front-end,développement web back-end",Software Designer
"risque de crédit,credit risk,bâle iv,basel iv,réalisation de tests,cas de test,planification des tests,exécution des tests,gestion du backlog,jira,python,sql,c,ingénierie,java,javascript,html,anglais,français,espagnol,microsoft office,engineering mathematics,microsoft excel,analytical skills,c#,mysql,finance,spring boot,angular,r",Business analyst IT
"robot framework,appium,docker,qa automation,test automation,linux,manual testing,agile methodologies,jira,integration testing,scrum,test cases,django,c++,javascript,vue.js,.net core,angular,leadership,html css javascript,python (programming language)",Software Designer
"robot framework,selenium,tests logiciels automatisés,exécution de tests manuels,test api,méthodes agiles,tests manuels,xray,jira,automatisation des tests,tests d’api,test sql,assurance,nexus,restapi,spring mvc,spring jpa,jenkins,docker,junit,grafana,prometheus.io,banking,finance,jdk8,jdk17,soap,api rest,digitalisation,fianance,intégration continue et livraison continue (ci/cd),java,angular,devops,social login,oauth,api google,mysql,api postman,jdk11,optimisation pour les moteurs de recherche (seo),réseaux sociaux,marketing digital,framework spring,html,css,javascript,asp.net mvc,angular cli,spring data,spring aop,spring batch,maven,spring security,spring boot,expérience client,français,anglais,relations publiques,arabe,Économétrie,service client,satisfaction du client,gestion de la relation client (crm),service orienté client,sciences économiques,formation au service client",Confirmed QA Automation Engineer
"robot framework,test automation,python,spring boot,angular,jira,hil,sil,robot,software testing,software quality,test engineering,convolutional neural networks (cnn),computer vision,scikit-learn,spring batch,data science,machine learning,scrum,data analysis,smart manufacturing,data visualization,deep learning,microsoft power bi,web development,r,flask,symfony framework,git,keras,tensorflow,full-stack development,asp.net mvc,symfony,java,big data,data mining ,eclipse,matlab,html,javascript,php,visual studio,sql,hadoop,c#,mongodb,mysql,.net framework",Software Test Engineer
"robotique,biomécanique,matlab,multilingue,ergonomie,entraîneur sportif,performance athlétique,programmation,ingénieurs,communication",Doctorant chercheur en kinésiologie
"robotique,iot,sap erp,automatisation industrielle,mqtt,tensorflow,résolution de problèmes,embedded linux,raspberry pi,vision par ordinateur,jira,scrum,c++,systèmes embarqués,deep learning,stm32,python (langage de programmation),uart ,conception assistée par ordinateur (cad),solidworks,commande numérique par ordinateur (cnc),lean manufacturing,amélioration des processus,5s,altium,software testing",Aeronautical embedded software engineer
"rpa,uipath,camunda,retool,camunda bpm,automatisation des processus robotisés (apr),symfony,java,spring boot,angular,langage de modélisation unifié (uml),sql,git,linux,adobe photoshop,adobe illustrator,bootstrap,scrum,doctrine",Software Developer
"saisie de données,administration,définition des priorités,gestion de flux de travail,suivi et évaluation (s&e),gestion des commandes,gestion de la caisse,sens de l’organisation,travail d’équipe,gestion du stress,gestion du temps,redmine,testlink,leadership,selenium,outils d’automatisation de tests,tests d’api,gestion des effectifs,gestion de projet,adobe premiere pro,adobe photoshop,jacoco,jee,microsoft power bi,sql server reporting services (ssrs),sql server analysis services (ssas),sql server integration services (ssis),angularjs,spring boot,bootstrap,xampp,maven,github,api postman,api swagger,jenkins,docker,sonarqube,prometheus.io,grafana,tests manuels,automatisation des tests,scénarios de test,anglais,c#,gestion d’équipe,microsoft excel,développement d’applications mobiles,système de gestion de base de données (sgbd),react.js,.net framework,développement de logiciels,coordination d’équipe,processus de facturation,réseaux sociaux,design graphique,reporting,développement web,sap erp,python,sql,java,bases de données",Analyste assurance qualité
"saisie de données,prise de décisions basées sur les données,ia générative,intelligence artificielle (ia),nettoyage de données,bases de données,résolution de problèmes,manipulation de données,modélisation des données,numpy,bootstrap (framework),apprentissage auto-dirigé,développement front-end,apprentissage automatique,algorithmes d’apprentissage automatique,postgresql,etl ,interface de programmation d’application (api),analyse des données,framework django rest,django,réseau de neurones récurrents,apache airflow,big data,sql,gestion des ressources,organisation d’événements,leadership d’équipe,gestion de projet,planification de projets,machine learning operations (mlops),deep learning,extract, transform, load (etl),rétroingénierie,opérations it,développement full-stack,analytique de données,développement web back-end,python (langage de programmation),programmation,développement d’applications mobiles,développement web,service client ,anglais",Data Engineering Alternante
"sales management,vente,réseaux sociaux,sport",Guidewire Junior Technical Consultant
"salesforce lightning,c#,php,java,asp.net mvc,angularjs,html5,javascript,mysql,sql,.net core,development  .net,snap.svg,svg,telerik,framework symfony,development jee",Genesys support & Development engineer
"sap basis,sap erp,dell boomi,sap system,consulting,customer support,telecommunications,télécommunications,matlab,packet tracer,big data,uml,linux,unix,python,c,c++,c#,j2ee,java,symfony,ajax,html5,html,bootstrap,jquery,javascript,feuilles de style en cascade (css),php,sql,mysql,git,github,anglais,français,arabe,allemand,scrum,gitlab",SAP Basis Consultant
"sap basis,sap erp,sap consulting,english,html5,css,php,sql,java,c++,python (programming language),data science,wordpress,problem solving,teamwork,communication,negotiation,git,javascript,laravel,flutter,dart,ui/ux,french,react.js,node.js",SAP Basis & Infrastructure Administrator
"sap basis,sap products,linux,unix,imanager u2000 huawei,php,cloudsim,arduino,Électricité,mysql,programmation web,html,java,css,javascript,phpmyadmin,sql,pl/sql,oracle database,service client,desgin ,planification stratégique,leadership,travail d’équipe,gestion de projet,suite des protocoles internet (tcp/ip),microsoft office,team building,microsoft word,powerpoint,microsoft excel,installation électrique,gestion d’équipe,gestion d'évènement,python,raspberry pi,c,html5,c++,réseautage,télécommunications",SAP Basis Consultant
"sap basis,system monitoring,linux system administration,sap bi,sap business warehouse (sap bw),sap ecc,technical support,snowflake,azure devops,data warehousing,data migration,développement d’applications web,programmation orientée objet (oop),java,microsoft office,sql,javascript,html,microsoft excel,développement de logiciel,c++,base de données,c#,services web,linux,angularjs,.net framework,applications web,scrum,uml,j2ee,framework spring,spring boot,android studio,c,git,xml,html5",Data Engineer
"sap basis,windows server,hyper-v,test de logiciels,sql,vmware,microsoft office,html,français,anglais,sauvegarde symantec,méthodes agiles,solutions de sauvegarde de données,linux,administration système,unix,base de données,scripts html,script shell,solutions sap,travail d’équipe,optimisation",Consultant SAP Basis
"sap btp,abap cloud,abap,abap restful application programming model (rap),sap s4/hana public cloud ,rhino 3d,rhinoceros,prestashop,.net framework,angular,integration suite,btp,sap fiori,sap ui,cloud foundry,odata,sap erp,informatique décisionnelle,analyse financière,fintech,marine,rhinocéros,gmao,microsoft office,sens de l’organisation,ateliers,logiciel,calculs,conception technique,electro-mechanical",SAP Technical Consultant
"sap business warehouse (sap bw),risk assessment,it audit,client relations,customer relationship management (crm),as/400 ,ibm system i,sap erp,sap s/4hana,microsoft project,matlab,civil engineering drafting,master data,debugging,abap,sap implementation,sap,sap basis,sap abap,non-governmental organizations (ngos),data mining,big data,data modeling,microsoft excel,extract, transform, load (etl),sql,sql server reporting services (ssrs),sql server integration services (ssis),scala,java,apache spark,analytical skills,postgresql,mapreduce,hadoop,talend,sql server management studio,volunteering,public speaking,communication,sponsorship,web scraping,selenium webdriver,selenium,php,webdriver,html scripting,python (programming language),mysql,microsoft power bi,html,human resources (hr),autocad,first aid,recruiting,writing,autodesk advance steel,english,french,arabic,isis draw,mplab",SAP Basis/BW technical junior Consultant
"sap business warehouse (sap bw),sap basis,system administration,database administration",SAP BASIS/BW Technical Consultant
"sap cloud platform,sap s/4hana,sap hana,btp,integration suite,mysql,idoc,software as a service (saas),integration platform as a service (ipaas),extract, transform, load (etl),sap erp,microsoft excel,solidworks,catia,supply chain management ,mastercam,teamwork,python (programming language),c (programming language),altium designer,isis,communication,leadership,gestion de projet,gestion de la chaîne logistique,lean manufacturing,methodical",SAP Basis Consultant
"sap erp,architecture d'entrepôt de données,modélisation des données,data analysis expressions (dax),gestion de projet,prise de décision,travail d’équipe,sql server analysis services (ssas),compétences analytiques,analyse des données,python (langage de programmation),mongodb,java,modèle mvc de spring,extract, transform, load (etl),nexus,grafana,jenkins,devops,microsoft dynamics,microsoft powerapps,javascript,qlik sense,oracle hr,sql,postgresql,français,gestion de projets,programmation orientée objet (oop),protocole internet (ip),outils uml,développement web,anglais,microsoft power bi,informatique décisionnelle,analyses big data,spring boot,c#,data analytics,big data,talend open studio,bases de données",SAP Technical Support Engineer
"sap erp,sap s/4hana,bapi,smartforms,microsoft power platform,microsoft powerapps,microsoft power automate,sap sales & distribution,sap activate,sql,outsystems (plateforme),angularjs,java,git,.net framework,react.js,node.js,html5,symfony,mysql,jquery,php,javascript,ajax,bootstrap",Consultant technique SAP
"sap hana,solman,agile methodologies,sap,sap erp,metamask,mongodb,communication,problem solving,java,javascript,c++,react.js,xml,cascading style sheets (css),sql,pl/sql,html5,python (programming language),nestjs",SAP Basis & Infrastructure Administrator
"sap integrated business planning (sap ibp),sap fiori,sap netweaver,basis administration,sap business warehouse (sap bw),linux system administration,oracle database,sap basis",SAP Basis Administrator
"sap mm,sap sales & distribution,sap mm,sap pp,oracle agile plm,sap srm,qlikview,liberation,dscp,calcul de structures,rdm,méthode des éléments finis,Énergie solaire,lean manufacturing,six sigma,solidworks,microsoft dynamics nav,matlab,python,c,catia,autocad,sql,microsoft dynamics,sap erp,parler en public,andrologie",ERP Consultant
"sap netweaver,sap basis,sap hana,sap implementation,sap s/4hana,sap bw,dell boomi,ibm db2,oracle database,unix,solman, basis administration",SAP Basis Consultant
"sap netweaver,sap implementation,sap business warehouse (sap bw),sap hana,consulting,english,communication,problem solving,leadership,training,presentations,laravel,c#,unity,java,javascript,database administration,programming,python (programming language),database design,database development,sql,full-stack development,web development,software development,sap basis,teamwork",Sap basis and infrastructure consultant
"sap solution manager,sap businessobjects,sap implementation,sap basis,linux system administration,microsoft azure,databases,sap business warehouse (sap bw),red hat linux,oracle database,sap products,sap bc,oracle database administration,sap hana,sap ewm,enterprise resource planning (erp),sap erp,sap s/4hana,sap netweaver,sql,snowflake,dell boomi,boomi",SAP Basis Consultant
"scala,gatling,gitlab,grafana,mongodb,appdynamics,python (langage de programmation),kubernetes,spring boot,spring security,spring data,angular,hibernate,api swagger,ansible,jenkins,jfrogartifactory,docker ,wildfly,résolution de problèmes,primefaces,javaserver faces (jsf),jakarta persistence,html5,soap,php 5,javafx,c#,sqlite,pl/sql,html,python,microsoft excel,linux,mysql,oracle database,phpmyadmin,java database connectivity (jdbc),jquery,gestion de projet,j2ee web services,microsoft sql server,java enterprise edition,framework spring,modèle mvc de spring,angularjs,angular 7",Ingénieur de test de performance
"science des données,bases de données,analyse des données,apprentissage automatique,apprentissage supervisé,analyse temporelle statique,analyse de données statistiques,visualisation de données,modélisation des données,nlp,analyse prédictive,régression logistique,business analytics,probabilités,spring boot,c#,ubuntu,linux,deep learning,algorithmes d’apprentissage automatique,html,c (langage de programmation),pl/sql,javascript,java,python (langage de programmation)",Systems operations analyst
"science informatique,gestion d’opérations informatiques,réseautage,administration système linux,résolution de problèmes,microsoft office,.net,visual c#,hyper-v,linux,mysql,suite des protocoles internet (tcp/ip),cloud computing,raid,système de noms de domaine (dns),microsoft sql server,active directory,dynamic host configuration protocol (dhcp),ubuntu,red hat linux,centos,nagios,html,gestion de projet,elastix,lvm,windows server,php,apache,microsoft exchange,entity framework,certified oracle expert oracle  chez oradist,réseaux : topologies,câblage réseaux, protocole,création d’un serveur mdt,cisco,bases de données: sql developer, mysql, sql server 2008,logiciels maîtrisés: visual studio, sql server,oracle, microsoft office, dw ,tv,virtualisation: vmware,microsoft: win xp, win vista, win seven, win server 2003 et win server 2008 r2,conception : uml , staruml,asp.net mvc 5,windows form,soft phone,hermes v3,hermes v4,asterisk,project management",Technical Architect
"scikit-learn,ms stack,azure synapse analytics,azure data factory,azure databricks,data pipelines,ci cd,problem solving,interpersonal skills,data modeling,sap ecc,azure functions,postgresql,typescript,zabbix,sap hana,cascading style sheets (css),bootstrap,j2ee web services,kpi dashboards,python (programming language),informatica cloud,shell scripting,azure devops,extract, transform, load (etl),microsoft azure,microsoft sql server,sql,microsoft power bi,spring boot,angular,data analysis,olap cubes,rest apis,sap bw,sap s/4hana,oracle database,dell boomi,snowflake,méthodes agiles,java,html5,javascript,uml,pl/sql,prise de parole en public",Data Engineer
"scrapy,data analysis,matplotlib,pandas,beautifulsoup/scrappy,api rest,open cv,sql,python,machine learning,django,nlp,sql server analysis services (ssas),algorithmes d’apprentissage automatique,apprentissage automatique,mongodb,ocr,text mining,apprentissage supervisé,régression logistique,crisp,jquery,ajax,langage de modélisation unifié (uml),pytorch,cnn,auto-encoder,fasati,resnet,php,intelligence artificielle (ia),deep learning,scrum,mysql,r,java,keras,tensorflow,sql server integration services (ssis),sql server reporting services (ssrs),microsoft sql server,microsoft power bi,qlikview,flask,bootstrap,git,processus unifié de rational",Data Engineer
"script shell,intégration continue et livraison continue (ci/cd),microservices,angularjs,spring boot,jenkins,docker,grafana,framework symfony,j2ee web services,java,junit,javascript,typescript,scrum,développement android,programmation orientée objet (poo),php,react native,visual studio,oracle sql developer,mysql,pl/sql,css,c,uml,xml,c++,wordpress,eclipse,netbeans,adobe photoshop,adobe premiere pro,qlikview,mongodb,node.js,google cloud platform (gcp),git,android studio,schéma xml,flex,express.js",Développeur Full Stack
"script shell,interface de programmation d’application (api),gestion des données,analyse des données,manipulation de données,ingénierie des données,données clients,intégration de données,postgresql,programmation,junit,json,résolution de problèmes,linux,test unitaire,eclipse,java,angular,mysql,mongodb,scrum,uml,ingénieurs,java enterprise edition,framework spring,r,sql,microsoft sql server,jenkins,websphere,oracle database,maven,git,tortoise svn",Analyst Developer
"scrum,alteryx,tensorflow,seaborn,beautiful soup,nltk,natural language processing (nlp),machine learning,grafana,prometheus,python (programming language),javascript,java,c++,c#,html5,cascading style sheets (css),php,flask,scikit-learn,numpy,pandas,angular material,bootstrap,node.js,sql,microsoft sql server,mysql,oracle database,nosql,mongodb,pack office,latex,visual basic,uml",Business Data Analyst
"scrum,analyse des exigences,testlink,jira,react.js,spring boot,spring data,selenium,jenkins,feuilles de style en cascade (css),html,php,java,html5,bootstrap,solidworks,spring,javascript,android,kotlin,team work,android studio,robot framework,asp.net,c#,node.js,swift (langage de programmation),uniy,blockchain",Consultant fonctionnel
"scrum,apache kafka,modèle mvc de spring,git,microservices,hibernate,java,conception de bases de données,sql,gestion de projet,mysql,spring security,javaserver faces (jsf),node.js,spring boot,angular,java/jee",Confirmed full stack developer
"scrum,camunda bpm,angular,spring boot",Ingénieur Full Stack java/angular
"scrum,design patterns,figma (logiciel),invision,autolayout,swiftui,test unitaire,ios,swift (programming language),uikit,flutter,git,linux,express.js,arduino,microchip pic,Électronique,symfony,conception web,wordpress,lean startup,redis,swift,cocoa touch,jira,développement ios,node,développement pour android,c++,java,javascript,mysql,php,angular,unity3d,html5,native script,c,symfony framework,unix administration,codename ( mobile cross platform)",iOS Software Engineer
"scrum,développement de logiciel,java,c#,symfony,php,jquery,sql,html5,css",Ingénieur développement
"scrum,développement personnel,orchestration,tests d’acceptation,normes de codage,conception de solutions techniques,conception de solutions informatiques,test unitaire,git,visual basic .net (vb.net),reconnaissance optique de caractères,documentation,chiffrages,calculs,autonomie,Études de faisabilité,automation,conseil,analyse de processus,gestion des comptes,visual basic,blue prism,architecture,uipath,gestion de projet,résolution de problèmes,informatique,microsoft excel,anglais,allemand,leadership,français,arabe,sécurité des applications web,javascript,programmation,python (langage de programmation),administration de bases de données,conception de bases de données,développement de bases de données,sql,conception web,feuilles de style en cascade (css),développement full-stack,développement web,développement front-end,html,requêtes de base de données,c#,développement de logiciels,java,administration réseau,réseaux informatiques,langages de programmation,c++,c (langage de programmation),microsoft sql server",RPA Developer
"scrum,devops,méthodes agiles,ingénierie,assurance qualité",Ingénieur d’assurance qualité
"scrum,engineering,spring mvc,java,sql,microservices,développement web,développement d’applications mobiles,framework spring,spring security,spring batch,angular,oracle sql developer,postgresql,xampp,devops,pl/sql,html,css,js,testing,spring boot",Ingénieur Full Stack
"scrum,entreprise architect,star uml,figma (logiciel),canva,algorithmes,microsoft power bi,développement d’applications web,latex,spring boot,angular,mysql,html5,css,php,c,javascript,java,microsoft word,microsoft powerpoint",Software Developer
"scrum,github,angular,jira,sql server reporting services (ssrs),sql server integration services (ssis),python (langage de programmation),laravel,css,microsoft power bi,talend open studio,sql,qlik sense,html,ressources humaines (rh),anglais,développement web,applications web,français,management,linux,c,java,javascript,javafx,framework symfony,codenameone,phpmyadmin,php,mysql,c#,visual basic .net (vb.net),cisco technologies,base de données,oracle database,ajax,jquery,html5,adobe photoshop,netbeans,phpstorm,eclipse,centos,vmware",Full stack web developer
"scrum,gitlab,e2e,rxjs,jest,angular,ngrx,angularjs",Software Programmer
"scrum,kanban,github,expérience utilisateur (ux),intégration continue et livraison continue (ci/cd),grafana,infrastructure cloud,amazon web services,node.js,python,meteor,innovation produit,gestion de projet,mysql,c#,c,html5,adobe photoshop,c++,laravel,angularjs,feuilles de style en cascade (css),sql,html,uml,mongodb,java,vuejs,react,ionic,graphql,linux,bash,unified modeling language",DevOps Engineer
"scrum,méthodes agiles,amélioration des processus,framework spring,java,j2ee web services,développement ios,développement pour android,html5,uml,sql,mysql,mongodb,android",Chef de projet Delivary
"scrum,méthodes agiles,dart,flutter,java,php,node.js,git,développement ios,développement android,android studio",Mobile Developer
"scrum,react.js,adobe experience manager (aem),javascript,css,web development,web services,html,php,html 5,jquery,xhtml,ajax,mysql,sql,uml,xml,angular,twitter bootstrap,jira,git",Développeur web front-end
"scrum,sapui5,javascript,software development,service-oriented architecture (soa),financial analysis,web development,mysql,unified modeling language (uml),html,c#,c++,c,linux,cascading style sheets (css),jquery,soapui,sql,.net framework,spring framework,abap,pl/sql,asp.net,html5,xml,microsoft excel,spring boot,angularjs,hadoop,oracle database,javascript frameworks,team management,management,design thinking,odata,process implementation,abap-oo,java enterprise edition,services web",SAP Technical Consultant ABAP/ODATA/SAPUI5
"search engine optimization (seo),community management,social media,human resources (hr),gestion d'équipe,oxahost,digital marketing,analyse des données,wordpress,elementor,nosql,dax,microsoft power platform,postgresql,talend open studio,oracle database,analytique,microsoft power bi,marketing digital,adobe illustrator,gestion de projets,ressources humaines (rh),rédaction seo,scrum,uml,microsoft excel,adobe premiere pro,français,inbound marketing,design graphique,pl/sql",Data Analyst
"security audits,information security,cyber-security,gestion de projet,mysql,ruby on rails,linux,ethical hacking,sql injection,wireless security,red teaming,lateral movement,exploit,hackthebox,team management,vulnerability assessment,phishing",Senior Security Consultant
"security incident response,digital forensics,malware analysis,cyber threat hunting (cth),cyber threat intelligence (cti),edr,xdr,siem,soar, detection engineering,penetration testing,information security,network security,machine learning,security operations,nist,osint,database administration,security onion,cloud security,web application security,cryptography,database security,application security,splunk,threat modeling,threat & vulnerability management,python,java,asp.net,shell scripting,php",Threat and Vulnerability Management Expert
"security monitoring,security information and event management (siem),grafana,network services,network systems,security research,information security analysis,cyber operations,cyber security risk,cybersecurity,java,linux,centos,ubuntu,red hat linux,splunk,java 8,gns3,packet tracer,vmware,protocole radius,active directory,routeurs cisco,cisco ios,nagios,c#,c,cisco networking,sql,icinga,networking,wireshark,security operations center,debian,fedora",Cyber Security Analyst
"selenium webdriver,serenity,cucumber,bdd,gitlab,kubernetes,spring boot,spring security,angular,databas",Ingénieur DevOps
"selenium,automatisation des tests,compétences interpersonnelles,communication interpersonnelle,travail collaboratif,cas de test,robot framework,scénarios de test,tests manuels,leadership,node.js,mongodb,react.js,stratégie,recherche,gestion de projet,compétences analytiques,angularjs,asp.net,framework spring,spring boot,bootstrap,django,sql,formation,communication,présentations,résolution de problèmes",Embedded Software Tester
"sélénium,docker,jenkins,java,maven,feuilles de style en cascade (css),spring ,java enterprise edition,java message service (jms),php,javascript,mysql,html,jquery,html5,uml,javafx,linux,sql,git,ansible,angular 2,symfony,codenameone,angular 5,cucumber,elasticsearch,kibana,filebeat,logstash,jira",Technical Consultant
"selenium,java 8,mysql,c#,java,javafx,html,javascript,angular5 ,spring boot,php,spring security,spring data,framework sping,framework symfony,restful webservices,rest api,restful architecture",Senior Quality Analyste
"sens de l’organisation,anglais,recherche,marketing,formation,communication,stratégie,compétences analytiques,finance,présentations,analyse de données,achats,approvisionnement,méthodes agiles,développement de nouvelles affaires,technologies de l’information,adobe photoshop,analyse financière,analyse commerciale,planification des affaires,microsoft sql server,mysql,python (langage de programmation),javascript,java,html css,microsoft power bi",Data Analyst
"sens de l’organisation,api rest,niveau élevé de précision,préparation,rédaction,spécifications,stratégie,communication,polyvalence,création de rapports,résolution de problèmes,scénarios de test,jira ,test manuel,exécution de tests manuels,sqlserver,swagger,javascript,documentation technique,documentation,nexus,maven,api postman,gitlab ci,docker,postgresql,veracode,sonarqube,gestion du temps,angular,tests d’api,intégration continue et livraison continue (ci/cd),suivi des bugs,tests de régression,assurance qualité logiciel,travail collaboratif,git,jenkins,jira,automatisation des tests,gitlab,esprit d’équipe,qualité logicielle,méthodes agiles,environnement agile,test d’acceptation utilisateur,cas de test,communication interpersonnelle,tests manuels,ingénierie de la qualité,cypress.io,assurance qualité,node.js,java,j2ee web services,mysql,script shell,sécurité réseau,intelligence artificielle,programmation orientée objet (oop),multimédia,sécurité,développement web,génie logiciel,pl/sql,sql,feuilles de style en cascade (css),html,phpmyadmin,matlab,c,c++,html5,oracle database,eclipse,netbeans,linux,uml,balsamiq,compilation,interfaces homme-machine,genie logiciel,angularjs,c#,asp.net,asp.net mvc,ajax,jquery,json,oracl",Ingénieur automatisation QA
"sens de l’organisation,planification de projets,gestion de projet,travail d’équipe,compétences en communication,présentations,gestion du temps,gestion du stress,techniques de présentation,intelligence émotionnelle,réflexion stratégique,microsoft office,communication interpersonnelle,analyse pestel,analyse swot,lean six sigma,résolution de problèmes,sap pp,leadership d’équipe,sap mm,amélioration continue,ingénierie des processus,management,lean manufacturing,5s,microsoft project ,microsoft excel,autocad mechanical,relations humaines,hoshin",Consultant fonctionnel SAP PP/QM
"serveur windows,iot,systèmes embarqués,arduino,raspberry pi,pycharm,connectivité,blynk,veeam,active directory,virtualisation,esxi,microsoft office,symentec,windows server update services,anglais,formation,communication,leadership,stratégie,résolution de problèmes",AWS Administrator
"serveur windows,services d’information internet (iis),php,joomla!,adobe photoshop,arduino,arduino ide,raspberry pi,programmation de robots,robotique,robotique éducative ,3d,modélisation 3d,impression 3d,azure sentinel,relation client,réponse aux appels d’offres,rapports financiers,optimisation des processus,docker,biztalk,gestion de projet logiciel,estimation de projet,asp.net,asp.net mvc,api web asp.net,asp.net core,analyse des affaires,microsoft pureview,audit interne,audit de sécurité,chef équipe architecture,architecture technique,architecture fonctionnelle,microsoft power platform,sécurité des infrastructures,sécurité des données,conception d'architectures de sécurité,crm microsoft dynamics,microsoft power bi,gestion d’équipes de projet,développement full-stack,systèmes complexes,stratégie it,transformation numérique,migration vers le cloud,développement web,systèmes de gestion de contenu (cms),design graphique,administration de bases de données,archimate,plan d’architecture,architecture métier,leadership technique,conception de solutions informatiques,résolution de problèmes,azure functions,microsoft dynamics 365,documentation technique,plans de projet,communication,the open group architecture framework,azure data lake,team management,soa,c#,sql server,uml,java,microsoft sql server,e-commerce,intégration d’applications d’entreprise,intégration,architecture de solution,assurance,architecture des systèmes,architecture applicative,architecture d’entreprise,architecture,services web,wpf,maven,eis,architecture de solutions logicielles,devops,microsoft azure,react.js,react native,openl,architecture logicielle,agilité,développement dans le cloud,kubernetes,produits docker,jenkins,design thinking,secteur public,api de services web,gestion de projet,microservices",Managing Domain Architect
"service client,vente,business intelligence,big data,data warehouse,machine learning,extraire, transformer, charger (etl),intégration de données,gestion de projet,sql server integration services (ssis),sql server reporting services (ssrs),sql,pl/sql,tableau,hadoop,java,asp.net,sap bw,crm microsoft dynamics,public speaking,presentation skills,communication,talend,intelligence artificielle (ia),power bi",Consultant technique SAP
"service deployment,pipelines,yaml,continuous integration and continuous delivery (ci/cd),azure devops server,azure devops services,robotic process automation (rpa),test automation,automation,phpmyadmin,mysql,oracle database,javafx,html,cascading style sheets (css),scrum,c (programming language),c#,web development,uipath,microsoft sql server,sql,pl/sql,communication,research skills,object-oriented programming (oop),qt creator,stripe,ajax,symfony framework,java,javascript,php,c++,engineering",.NET Junior Developer
"services d’information internet (iis),serveur windows,intégration technologique,fintech,sql server reporting services (ssrs),talend,communication,gestion de projet,ibm cognos,microsoft bi suite,analyse de données,data warehouse,big data,data mining,visualisation de données,tableau software,hadoop,microsoft sql server,sql,sap bw,mysql,java,crm microsoft dynamics,r,html5,c#,html,javascript,oracle,css,php,cognos,qlik sense,sap basis,powerbi,analyse des besoins,reporting et création de rapports",Integration Manager
"services web restful,typescript,pyhton,ci /cd,mercure,redis,representational state transfer (rest),api rest,elasticsearch,test unitaire,aws,postgresql,gitlab,intégration continue et livraison continue (ci/cd),grafana,symfony 5,angular,magneto,wordpress,amqp,amazon web services,scrum,agilité,php,magento,symfony 4,développement front-end,services web,ionic framework,laravel,jquery,systèmes de gestion de contenu (cms),java,node.js,angular 7,sql,html,c#,uml,javascript,html5,asp.net mvc,asp.net,mysql,soap,python,linux,nosql,wpf,xml,c,c++,angular4,codename one,vue.js,framework symfony,symfony 3,j2ee web services,merise,scraping,fullstack,développement web back-end,méthodes agiles",Symfony / Devops Web Developer
